Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
05 FEB 2026,APCL,EQ,ANJANI PORTLAND CEM LTD  ,Listed    ,05 FEB 2026,              10.00,          29374764,            137.25,     4031980106.65      
05 FEB 2026,APCOTEXIND,EQ,APCOTEX INDUSTRIES LIMITE,Listed    ,05 FEB 2026,               2.00,          51844960,            375.70,    19478151472.00
05 FEB 2026,APEX,EQ,APEX FROZEN FOODS LIMITED,Listed    ,05 FEB 2026,              10.00,          31250000,            361.25,    11289062500.00      
05 FEB 2026,APEXECO,SM,APEX ECOTECH LIMITED     ,Listed    ,05 FEB 2026,              10.00,          13185200,            134.70,     1776046440.00   
05 FEB 2026,APLAPOLLO,EQ,APL APOLLO TUBES LTD     ,Listed    ,05 FEB 2026,               2.00,         277636026,           2182.10,   605829572334.60 
05 FEB 2026,APLLTD,EQ,ALEMBIC PHARMA LTD       ,Listed    ,05 FEB 2026,               2.00,         196563124,            810.45,   159304583845.80    
05 FEB 2026,APOLLO,EQ,APOLLO MICRO SYSTEMS LTD ,Listed    ,05 FEB 2026,               1.00,         354391700,            245.10,    86861405670.00    
05 FEB 2026,APOLLOHOSP,EQ,APOLLO HOSPITALS ENTER. L,Listed    ,05 FEB 2026,               5.00,         143784657,           7122.00,  1024034327154.00
05 FEB 2026,APOLLOPIPE,EQ,APOLLO PIPES LIMITED     ,Listed    ,05 FEB 2026,              10.00,          44048206,            265.45,    11692596282.70
05 FEB 2026,APOLLOTYRE,EQ,APOLLO TYRES LTD         ,Listed    ,05 FEB 2026,               1.00,         635100946,            507.85,   322536015426.10
05 FEB 2026,APOLSINHOT,EQ,APOLLO SINDOORI HOTEL LTD,Listed    ,05 FEB 2026,               5.00,           2600400,           1278.20,     3323831280.00
05 FEB 2026,APRAMEYA,SM,APRAMEYA ENGINEERING LTD ,Listed    ,05 FEB 2026,              10.00,          19040000,            236.40,     4501056000.00  
05 FEB 2026,APS,SM,AUSTRALIAN PREM SOLAR I L,Listed    ,05 FEB 2026,              10.00,          20160000,            376.65,     7593264000.00       
05 FEB 2026,APTECHT,EQ,APTECH LIMITED           ,Listed    ,05 FEB 2026,              10.00,          58032675,             82.65,     4796980915.50   
05 FEB 2026,APTUS,EQ,APTUS VALUE HSG FIN I LTD,Listed    ,05 FEB 2026,               2.00,         500722736,            270.55,   135470536224.80     
05 FEB 2026,ARABIAN,SM,ARABIAN PETROLEUM LIMITED,Listed    ,03 FEB 2026,              10.00,          10892000,             68.05,      741200600.00   
05 FEB 2026,ARCHIDPLY,EQ,ARCHIDPLY IND. LTD       ,Listed    ,05 FEB 2026,              10.00,          19865000,             91.95,     1826984050.00 
05 FEB 2026,ARCHIES,EQ,ARCHIES LTD              ,Listed    ,05 FEB 2026,               2.00,          33780000,             16.25,      548587200.00   
05 FEB 2026,ARCIIL,SM,ARC INSULATION & INSU LTD,Listed    ,05 FEB 2026,              10.00,          10297380,             62.00,      638437560.00    
05 FEB 2026,ARE&M,EQ,AMARA RAJA ENERGY MOB LTD,Listed    ,05 FEB 2026,               1.00,         183025364,            875.40,   160220403645.60     
05 FEB 2026,ARENTERP,EQ,RAJDARSHAN INDUSTRIES LTD,Listed    ,05 FEB 2026,              10.00,           3108300,             40.55,      126072648.00  
05 FEB 2026,ARFIN,EQ,ARFIN INDIA LIMITED      ,Listed    ,05 FEB 2026,               1.00,         168722482,             77.25,    13030437284.85     
05 FEB 2026,ARHAM,ST,ARHAM TECHNOLOGIES LTD   ,Listed    ,05 FEB 2026,              10.00,          16920000,            140.05,     2369646000.00     
05 FEB 2026,ARIES,EQ,ARIES AGRO LTD.          ,Listed    ,05 FEB 2026,              10.00,          13004339,            318.95,     4147733924.05     
05 FEB 2026,ARIHANTACA,SM,ARIHANT ACADEMY LIMITED  ,Listed    ,05 FEB 2026,              10.00,           6055200,            440.00,     2664288000.00
05 FEB 2026,ARIHANTCAP,EQ,ARIHANT CAPITAL MKTS LTD ,Listed    ,05 FEB 2026,               1.00,         104612800,             81.00,     8471544544.00
05 FEB 2026,ARIHANTSUP,EQ,ARIHANT SUPERSTRUCT LTD  ,Listed    ,05 FEB 2026,              10.00,          43249991,            292.40,    12646297368.40
05 FEB 2026,ARISINFRA,EQ,ARISINFRA SOLUTIONS LTD  ,Listed    ,05 FEB 2026,               2.00,          81382036,             90.65,     7375653922.70 
05 FEB 2026,ARISTO,SM,ARISTO BIO T AND LIFESC L,Listed    ,02 FEB 2026,              10.00,           6807800,             89.30,      607936540.00    
05 FEB 2026,ARKADE,EQ,ARKADE DEVELOPERS LIMITED,Listed    ,05 FEB 2026,              10.00,         185663617,            126.85,    23553286452.60    
05 FEB 2026,ARMANFIN,EQ,ARMAN FIN SERV LTD       ,Listed    ,05 FEB 2026,              10.00,          10512921,           1552.80,    16324463728.80  
05 FEB 2026,ARMOUR,SM,ARMOUR SECURITY (INDIA) L,Listed    ,05 FEB 2026,              10.00,          16870000,             30.10,      507787000.00    
05 FEB 2026,AROGRANITE,EQ,ARO GRANITE IND. LTD.    ,Listed    ,05 FEB 2026,              10.00,          15300000,             30.40,      465426000.00
05 FEB 2026,ARROWGREEN,EQ,ARROW GREENTECH LIMITED  ,Listed    ,05 FEB 2026,              10.00,          15087938,            441.80,     6665851008.40
05 FEB 2026,ARSHIYA,BZ,ARSHIYA LIMITED          ,Listed    ,05 FEB 2026,               2.00,         263475915,              1.25,      329344893.75   
05 FEB 2026,ARSSBL,EQ,ANAND RATHI SH N STK BR L,Listed    ,05 FEB 2026,               5.00,          62725250,            578.30,    36274012075.00    
05 FEB 2026,ARTEMISMED,EQ,ARTEMIS MED SERVICE LTD  ,Listed    ,05 FEB 2026,               1.00,         158200497,            216.15,    34195037426.55
05 FEB 2026,ARTNIRMAN,EQ,ART NIRMAN LIMITED       ,Listed    ,05 FEB 2026,              10.00,          24956000,             44.50,     1110542000.00 
05 FEB 2026,ARUNAYA,SM,ARUNAYA ORGANICS LIMITED ,Listed    ,05 FEB 2026,              10.00,          17538432,             18.00,      315691776.00   
05 FEB 2026,ARVEE,BE,ARVEE LABORATORIES I LTD ,Listed    ,05 FEB 2026,              10.00,          11020000,            164.60,     1813781800.00     
05 FEB 2026,ARVIND,EQ,ARVIND LIMITED           ,Listed    ,05 FEB 2026,              10.00,         262114640,            374.65,    98201249876.00    
05 FEB 2026,ARVINDFASN,EQ,ARVIND FASHIONS LIMITED  ,Listed    ,05 FEB 2026,               4.00,         133590692,            489.55,    65399323268.60
05 FEB 2026,ARVINDPORT,SM,ARVIND PORT AND INFRA LTD,Listed    ,05 FEB 2026,              10.00,          17798300,             30.50,      542848150.00
05 FEB 2026,ARVSMART,EQ,ARVIND SMARTSPACES LTD   ,Listed    ,05 FEB 2026,              10.00,          45866979,            583.65,    26770262293.35  
05 FEB 2026,ASAHIINDIA,EQ,ASAHI INDIA GLASS LIMITED,Listed    ,05 FEB 2026,               1.00,         254927192,            968.90,   246998956328.80
05 FEB 2026,ASAHISONG,EQ,ASAHI SONGWON COLOR LTD  ,Listed    ,05 FEB 2026,              10.00,          11787262,            233.85,     2756333346.10 
05 FEB 2026,ASAL,EQ,AUTOMOTIVE STAMPINGS & AS,Listed    ,05 FEB 2026,              10.00,          15864397,            450.00,     7138978650.00      
05 FEB 2026,ASALCBR,EQ,ASSO ALCOHOLS & BREW LTD ,Listed    ,05 FEB 2026,              10.00,          18979200,            857.85,    16281306720.00   
05 FEB 2026,ASCOM,ST,ASCOM LEASIN & INVEST LTD,Listed    ,05 FEB 2026,              10.00,          11714179,            159.00,     1862554461.00     
05 FEB 2026,ASHALOG,SM,ASHAPURA LOGISTICS LTD   ,Listed    ,05 FEB 2026,              10.00,          13556121,             66.00,      894703986.00   
05 FEB 2026,ASHAPURMIN,EQ,ASHAPURA MINECHEM LTD    ,Listed    ,05 FEB 2026,               2.00,          95526098,            681.45,    65096259482.10
05 FEB 2026,ASHIANA,EQ,ASHIANA HOUSING LTD      ,Listed    ,05 FEB 2026,               2.00,         100524857,            296.00,    29755357672.00   
05 FEB 2026,ASHIMASYN,EQ,ASHIMA LTD               ,Listed    ,05 FEB 2026,              10.00,         191660078,             16.95,     3252471523.65 
05 FEB 2026,ASHOKA,EQ,ASHOKA BUILDCON LTD      ,Listed    ,05 FEB 2026,               5.00,         280723217,            152.70,    42860820771.55    
05 FEB 2026,ASHOKAMET,EQ,ASHOKA METCAST LIMITED   ,Listed    ,05 FEB 2026,              10.00,          24996000,             13.90,      347194440.00 
05 FEB 2026,ASHOKLEY,EQ,ASHOK LEYLAND LTD        ,Listed    ,05 FEB 2026,               1.00,        5873854552,            201.50,  1183581692228.00  
05 FEB 2026,ASHWINI,SM,ASHWINI CONTAINER MOVER L,Listed    ,05 FEB 2026,              10.00,          15000000,            135.00,     2025000000.00   
05 FEB 2026,ASIANENE,EQ,ASIAN ENERGY SERVICES LTD,Listed    ,05 FEB 2026,              10.00,          44774444,            253.70,    11359276442.80  
05 FEB 2026,ASIANHOTNR,EQ,ASIAN HOTELS (NORTH) LTD ,Listed    ,05 FEB 2026,              10.00,          19453229,            301.20,     5859312574.80
05 FEB 2026,ASIANPAINT,EQ,ASIAN PAINTS LIMITED     ,Listed    ,05 FEB 2026,               1.00,         959197790,           2432.10,  2332864945059.00
05 FEB 2026,ASIANTILES,EQ,ASIAN GRANITO IND. LTD.  ,Listed    ,05 FEB 2026,              10.00,         231911649,             72.95,    16920273911.05
05 FEB 2026,ASKAUTOLTD,EQ,ASK AUTOMOTIVE LIMITED   ,Listed    ,05 FEB 2026,               2.00,         197142600,            461.35,    90951738510.00
05 FEB 2026,ASLIND,ST,ASL INDUSTRIES LIMITED   ,Listed    ,01 JAN 2026,              10.00,          10417090,            116.10,     1209424149.00    
05 FEB 2026,ASMS,EQ,BARTRONICS INDIA LIMITED ,Listed    ,05 FEB 2026,               1.00,         304576740,             14.35,     4364584684.20      
05 FEB 2026,ASPINWALL,EQ,ASPINWALL & CO LTD       ,Listed    ,05 FEB 2026,              10.00,           7818288,            216.95,     1696177581.60 
05 FEB 2026,ASPIRE,SM,ASPIRE & INNOVATIVE ADV L,Listed    ,05 FEB 2026,              10.00,          15178000,             14.80,      224634400.00    
05 FEB 2026,ASTEC,EQ,ASTEC LIFESCIENCES LTD   ,Listed    ,05 FEB 2026,              10.00,          22281661,            657.85,    14657990688.85     
05 FEB 2026,ASTERDM,EQ,ASTER DM HEALTHCARE LTD. ,Listed    ,05 FEB 2026,              10.00,         518121029,            537.95,   278723207550.55   
05 FEB 2026,ASTRAL,EQ,ASTRAL LIMITED           ,Listed    ,05 FEB 2026,               1.00,         268650163,           1503.60,   403942385086.80    
05 FEB 2026,ASTRAMICRO,EQ,ASTRA MICROWAVE LTD      ,Listed    ,05 FEB 2026,               2.00,          94945008,            935.95,    88863780237.60
05 FEB 2026,ASTRAZEN,EQ,ASTRAZENECA PHARMA IND LT,Listed    ,05 FEB 2026,               2.00,          25000000,           8621.50,   215537500000.00  
05 FEB 2026,ASTRON,EQ,ASTRON PAPER BORD MIL LTD,Listed    ,05 FEB 2026,              10.00,          46500000,              4.15,      192045000.00    
05 FEB 2026,ATALREAL,EQ,ATAL REALTECH LIMITED    ,Listed    ,05 FEB 2026,               2.00,         111015000,             27.60,     3066234300.00  
05 FEB 2026,ATAM,EQ,ATAM VALVES LIMITED      ,Listed    ,05 FEB 2026,              10.00,          11463000,             74.90,      858464070.00      
05 FEB 2026,ATCENERGY,SM,ATC ENERGIES SYSTEM LTD  ,Listed    ,05 FEB 2026,              10.00,          20388600,             29.50,      601463700.00 
05 FEB 2026,ATGL,EQ,ADANI TOTAL GAS LIMITED  ,Listed    ,05 FEB 2026,               1.00,        1099810083,            545.40,   599836419268.20      
05 FEB 2026,ATHERENERG,EQ,ATHER ENERGY LIMITED     ,Listed    ,05 FEB 2026,               1.00,         381407309,            714.50,   272515522280.50
05 FEB 2026,ATL,EQ,ALLCARGO TERMINALS LTD   ,Listed    ,05 FEB 2026,               2.00,         252060324,             24.70,     6223369399.55       
05 FEB 2026,ATLANTAA,EQ,ATLANTAA LIMITED         ,Listed    ,05 FEB 2026,               2.00,          81500000,             45.00,     3665870000.00  
05 FEB 2026,ATLANTAELE,EQ,ATLANTA ELECTRICALS LTD  ,Listed    ,05 FEB 2026,               2.00,          76896625,            807.55,    62097869518.75
05 FEB 2026,ATLASCYCLE,EQ,ATLAS CYCLE (HARYANA) LTD,Listed    ,05 FEB 2026,               5.00,           6503838,             93.40,      607588545.95
05 FEB 2026,ATMASTCO,SM,ATMASTCO LIMITED         ,Listed    ,05 FEB 2026,              10.00,          24734690,            144.45,     3572925970.50  
05 FEB 2026,ATUL,EQ,ATUL LTD                 ,Listed    ,05 FEB 2026,              10.00,          29441755,           6253.50,   184114014892.50      
05 FEB 2026,ATULAUTO,EQ,ATUL AUTO LIMITED        ,Listed    ,05 FEB 2026,               5.00,          27751280,            431.65,    11978840012.00  
05 FEB 2026,AUBANK,EQ,AU SMALL FINANCE BANK LTD,Listed    ,05 FEB 2026,              10.00,         746932077,            986.00,   736475027922.00    
05 FEB 2026,AURIGROW,BE,AURI GROW INDIA LIMITED  ,Listed    ,05 FEB 2026,               1.00,        1476240000,              0.40,      575733600.00  
05 FEB 2026,AURIONPRO,EQ,AURIONPRO SOLN LTD       ,Listed    ,05 FEB 2026,              10.00,          55213530,            907.95,    50131124563.50 
05 FEB 2026,AUROIMPEX,SM,AURO IMPEX & CHEMICALS L ,Listed    ,03 FEB 2026,              10.00,          12200800,             32.10,      391645680.00 
05 FEB 2026,AUROPHARMA,EQ,AUROBINDO PHARMA LTD     ,Listed    ,05 FEB 2026,               1.00,         580801623,           1181.60,   686275197736.80
05 FEB 2026,AURUM,EQ,AURUM PROPTECH LIMITED   ,Listed    ,05 FEB 2026,               5.00,          76115247,            178.70,    13600272333.95     
05 FEB 2026,AUSL,SM,ADITYA ULTRA STEEL LTD   ,Listed    ,05 FEB 2026,              10.00,          24835568,             22.50,      558800280.00      
05 FEB 2026,AUSOMENT,BE,AUSOM ENTERPRISE LIMITED ,Listed    ,05 FEB 2026,              10.00,          13623552,            108.85,     1482651164.15  
05 FEB 2026,AUTOAXLES,EQ,AUTOMOTIVE AXLES LIMITED ,Listed    ,05 FEB 2026,              10.00,          15111975,           1969.90,    29769079552.50 
05 FEB 2026,AUTOIND,EQ,AUTOLINE INDUSTRIES LTD  ,Listed    ,05 FEB 2026,              10.00,          45375401,             77.30,     3508426005.30   
05 FEB 2026,AVADHSUGAR,EQ,AVADH SUG & ENERGY LTD   ,Listed    ,05 FEB 2026,              10.00,          20018420,            341.95,     6845298719.00
05 FEB 2026,AVALON,EQ,AVALON TECHNOLOGIES LTD  ,Listed    ,05 FEB 2026,               2.00,          66734029,           1020.50,    68102076594.50    
05 FEB 2026,AVANA,SM,AVANA ELECTROSYSTEMS LTD ,Listed    ,05 FEB 2026,              10.00,          22645408,             72.55,     1642924350.40     
05 FEB 2026,AVANTEL,EQ,AVANTEL LIMITED          ,Listed    ,05 FEB 2026,               2.00,         264969520,            150.50,    39875263064.80   
05 FEB 2026,AVANTIFEED,EQ,AVANTI FEEDS LIMITED     ,Listed    ,05 FEB 2026,               1.00,         136245630,           1081.20,   147308775156.00
05 FEB 2026,AVG,EQ,AVG LOGISTICS LIMITED    ,Listed    ,05 FEB 2026,              10.00,          15057720,            152.85,     2301271347.60       
05 FEB 2026,AVIANSH,SM,AVI ANSH TEXTILE LIMITED ,Listed    ,05 FEB 2026,              10.00,          13976930,            116.00,     1621323880.00   
05 FEB 2026,AVL,EQ,ADITYA VISION LIMITED    ,Listed    ,05 FEB 2026,               1.00,         129138050,            489.85,    63258273792.50       
05 FEB 2026,AVONMORE,EQ,AVONMORE CAP&MGT SERV LTD,Listed    ,05 FEB 2026,               1.00,         282184741,             14.70,     4150937540.10  
05 FEB 2026,AVPINFRA,SM,AVP INFRACON LIMITED     ,Listed    ,05 FEB 2026,              10.00,          24979200,            110.15,     2751458880.00  
05 FEB 2026,AVROIND,BE,AVRO INDIA LIMITED       ,Listed    ,05 FEB 2026,              10.00,          13311050,            126.40,     1682250499.00   
05 FEB 2026,AVSL,ST,AVSL INDUSTRIES LIMITED  ,Listed    ,20 JAN 2026,              10.00,           5331120,            119.70,      638135064.00      
05 FEB 2026,AVTNPL,EQ,AVT NATURAL PRODUCTS LTD ,Listed    ,05 FEB 2026,               1.00,         152284000,             68.30,    10399474360.00    
05 FEB 2026,AWFIS,EQ,AWFIS SPACE SOLUTIONS LTD,Listed    ,05 FEB 2026,              10.00,          71509041,            373.35,    26697900457.35     
05 FEB 2026,AWHCL,EQ,ANTONY WASTE HDG CELL LTD,Listed    ,05 FEB 2026,               5.00,          28382100,            518.55,    14717537955.00     
05 FEB 2026,AWL,EQ,AWL AGRI BUSINESS LIMITED,Listed    ,05 FEB 2026,               1.00,        1299678605,            214.80,   279144970781.90       
05 FEB 2026,AXISBANK,EQ,AXIS BANK LIMITED        ,Listed    ,05 FEB 2026,               2.00,        3104488514,           1330.60,  4130832416728.40  
05 FEB 2026,AXISCADES,EQ,AXISCADES TECH LTD       ,Listed    ,05 FEB 2026,               5.00,          42517389,           1180.70,    50200281192.30 
05 FEB 2026,AXITA,BE,AXITA COTTON LIMITED     ,Listed    ,05 FEB 2026,               1.00,         347837344,             10.65,     3704467713.60     
05 FEB 2026,AYMSYNTEX,EQ,AYM SYNTEX LIMITED       ,Listed    ,05 FEB 2026,              10.00,          58581091,            175.60,    10287425390.50 
05 FEB 2026,AZAD,EQ,AZAD ENGINEERING LIMITED ,Listed    ,05 FEB 2026,               2.00,          64581743,           1499.20,    96820949105.60      
05 FEB 2026,BABAFP,SM,BABA FOOD PROCESSING     ,Listed    ,05 FEB 2026,              10.00,          16326403,             28.75,      469384086.25    
05 FEB 2026,BAFNAPH,BE,BAFNA PHARMACEUTICALS LTD,Listed    ,05 FEB 2026,              10.00,          23656335,            115.80,     2739167029.65   
05 FEB 2026,BAGDIGITAL,SM,B.A.G.CONVERGENCE LIMITED,Listed    ,05 FEB 2026,              10.00,          21218800,            113.75,     2413638500.00
05 FEB 2026,BAGFILMS,EQ,B.A.G FILMS AND MEDIA LTD,Listed    ,05 FEB 2026,               2.00,         197747749,              5.45,     1077725232.05  
05 FEB 2026,BAHETI,SM,BAHETI RECYCLING IND LTD ,Listed    ,05 FEB 2026,              10.00,          10368530,            597.85,     6198825660.50    
